TotalAmount,BikePurchase,CustomerID,PersonType,BirthDate,Age,MaritalStatus,Gender,TotalChildren,HomeOwnerFlag,NumberCarsOwned,CountryRegionCode_Num,YearlyIncome_Num,Education_Num,Occupation_Num
7023.77,1,11549,IN,1968,52,M,F,0,1,0,4,1,4,2
8203.5,1,12010,IN,1957,63,M,M,1,1,1,0,3,2,1
5969.72,1,12418,IN,1953,67,S,M,2,0,2,5,0,1,0
5935.55,1,12452,IN,1958,62,M,M,4,1,0,5,2,3,1
4417.73,1,12766,IN,1954,66,M,F,3,0,2,5,0,0,2
5940.54,1,12780,IN,1956,64,M,M,1,1,1,5,1,2,2
5898.26,1,12917,IN,1970,50,M,F,4,1,0,5,2,3,3
1592.5682,1,14914,IN,1957,63,M,F,1,1,1,5,1,2,2
1307.0582,1,15017,IN,1980,40,S,F,0,0,2,5,0,2,1
4118.26,1,20985,IN,1980,40,M,F,0,1,0,0,0,4,2
4196.22,1,20990,IN,1976,44,M,F,1,1,0,0,0,1,0
3578.27,1,24646,IN,1944,76,M,M,4,1,2,1,1,1,3
1819.5882,1,25948,IN,1954,66,S,F,3,0,2,0,1,0,2
5773.04,1,26097,IN,1935,85,S,M,2,0,3,5,4,3,4
5875.55,1,12184,IN,1960,60,M,M,3,1,4,5,3,2,3
5933.26,1,12762,IN,1953,67,M,M,1,1,1,5,1,4,1
5915.53,1,12904,IN,1969,51,M,M,2,1,0,5,1,4,1
4209.21,1,14978,IN,1978,42,S,M,4,1,1,2,1,2,2
6029.57,1,20625,IN,1971,49,M,M,0,1,3,0,3,1,4
1248.0782,1,25945,IN,1952,68,M,M,3,1,2,0,1,1,1
5843.54,1,26096,IN,1955,65,M,M,2,1,1,5,3,1,3
6973.81,1,11494,IN,1970,50,S,M,2,1,0,4,1,2,2
5948.23,1,12707,IN,1941,79,M,M,5,1,2,5,2,3,4
5929.23,1,12761,IN,1966,54,S,F,0,1,0,5,2,3,1
5948.24,1,12769,IN,1955,65,M,M,1,1,1,5,1,2,2
5980.22,1,12789,IN,1957,63,M,F,1,1,1,5,1,2,2
3914.98,1,12243,IN,1980,40,S,F,0,0,1,0,0,2,0
8265.0,1,12338,IN,1976,44,S,F,0,0,3,0,2,4,3
5955.23,1,12450,IN,1958,62,M,M,4,1,0,5,2,3,1
5973.24,1,13536,IN,1959,61,S,F,1,0,1,3,0,1,0
5922.53,1,13552,IN,1969,51,S,M,0,1,0,3,1,4,2
6484.45,1,13555,IN,1969,51,M,F,0,1,0,3,1,3,2
5913.24,1,15668,IN,1970,50,M,M,0,0,0,4,1,3,2
5933.25,1,12178,IN,1954,66,M,M,2,1,2,5,3,0,1
5913.24,1,12186,IN,1960,60,S,M,0,0,3,5,3,2,3
5908.25,1,12187,IN,1960,60,M,M,0,1,3,5,3,2,3
5933.25,1,12188,IN,1960,60,S,F,3,1,4,5,4,2,3
5875.55,1,12207,IN,1940,80,S,M,4,1,2,5,3,4,4
3938.95,1,12252,IN,1977,43,M,M,0,0,0,0,0,2,0
5922.53,1,12913,IN,1968,52,M,M,2,1,0,5,2,4,1
6139.59,1,20622,IN,1972,48,M,M,0,1,4,0,4,0,3
4343.59,1,24757,IN,1958,62,M,F,1,1,1,1,1,2,2
5898.26,1,12364,IN,1941,79,M,F,2,1,4,5,4,4,4
5915.54,1,12448,IN,1958,62,S,F,4,1,0,5,2,3,1
4206.24,1,15050,IN,1960,60,S,M,1,0,0,2,0,2,0
5694.98,1,20035,IN,1963,57,M,M,4,1,2,1,2,4,3
1873.5782,1,25946,IN,1953,67,M,F,2,1,2,0,1,2,1
7107.1,1,12037,IN,1943,77,S,F,2,1,2,0,1,4,4
8213.0,1,12039,IN,1943,77,M,M,2,1,1,0,2,3,4
5908.25,1,12773,IN,1955,65,M,F,1,1,1,5,1,2,2
5898.26,1,12912,IN,1968,52,S,F,4,1,3,5,1,1,1
8341.29,1,15691,IN,1954,66,M,M,3,1,2,4,3,1,3
4230.73,1,20818,IN,1977,43,S,F,0,0,2,0,0,1,0
3578.27,1,24501,IN,1979,41,S,F,0,0,2,1,1,0,2
4368.58,1,24664,IN,1948,72,M,M,2,1,2,1,1,1,3
5908.25,1,12206,IN,1939,81,M,F,5,1,2,5,3,4,4
3964.98,1,12240,IN,1980,40,S,M,0,0,1,0,0,2,0
8305.3,1,15080,IN,1969,51,M,F,0,1,0,2,1,3,2
3029.0782,1,19027,IN,1957,63,S,F,2,1,4,3,3,2,3
4216.75,1,20823,IN,1977,43,M,M,0,1,0,0,0,2,0
5793.05,1,26098,IN,1935,85,S,M,2,0,3,5,4,3,4
6772.1382,1,12349,IN,1974,46,S,F,0,1,3,0,3,4,3
6818.1082,1,12355,IN,1973,47,S,F,0,1,4,0,4,0,3
2641.3896,1,12571,IN,1980,40,M,F,0,0,1,0,0,2,0
4500.5225,1,13062,IN,1974,46,S,M,0,1,2,5,1,1,1
2746.5525,1,15460,IN,1942,78,M,F,1,1,0,2,0,2,0
2736.4175,1,18047,IN,1974,46,M,F,0,0,1,2,1,2,2
3115.27,1,19930,IN,1953,67,M,M,2,0,2,2,4,2,3
3905.5225,1,21193,IN,1962,58,M,M,1,1,1,0,2,4,3
4507.5225,1,12947,IN,1964,56,S,M,0,0,1,5,1,4,3
5739.4975,1,18125,IN,1958,62,M,F,2,1,4,2,4,4,4
3080.27,1,20577,IN,1954,66,M,F,4,1,2,4,4,1,3
4820.31,1,12929,IN,1969,51,M,F,5,1,0,5,2,3,3
4740.63,1,13032,IN,1977,43,M,M,0,1,2,5,2,2,1
3282.83,1,13039,IN,1980,40,S,F,0,0,2,5,0,2,1
4798.34,1,13142,IN,1975,45,M,M,0,1,1,5,1,1,1
4813.32,1,13208,IN,1945,75,S,F,5,1,3,5,2,4,4
4501.5525,1,13210,IN,1945,75,M,M,4,1,2,5,2,4,4
4682.5325,1,13220,IN,1946,74,M,F,3,1,1,5,2,4,4
2781.5425,1,15457,IN,1941,79,M,F,1,1,0,2,0,2,0
3219.5782,1,20208,IN,1958,62,M,M,1,1,1,1,2,4,3
4909.67,1,21166,IN,1969,51,S,F,1,1,0,0,3,3,4
4659.9025,1,21173,IN,1967,53,M,M,5,1,3,0,2,4,3
3882.5525,1,21206,IN,1960,60,S,M,1,1,1,0,2,2,1
1938.47,1,25961,IN,1957,63,S,M,2,1,2,0,2,1,1
3089.8,1,13059,IN,1975,45,M,M,0,1,2,5,1,1,1
3089.8,1,13085,IN,1974,46,S,M,0,1,2,5,1,0,1
6918.8725,1,15114,IN,1951,69,M,F,4,1,2,2,4,2,3
7212.86,1,15116,IN,1950,70,M,F,3,0,4,2,3,2,4
3080.27,1,15199,IN,1957,63,M,M,3,1,0,5,2,2,3
2751.4175,1,16942,IN,1954,66,M,F,2,1,1,3,0,2,0
3191.9096,1,20186,IN,1961,59,M,M,4,1,2,1,1,1,1
3147.96,1,20576,IN,1954,66,S,M,4,0,2,4,4,1,3
3932.5425,1,21200,IN,1961,59,S,F,1,1,1,0,2,2,1
4985.3796,1,11484,IN,1972,48,S,M,2,1,0,2,1,2,2
2654.0582,1,12570,IN,1980,40,S,M,0,0,1,0,0,2,0
4778.33,1,13093,IN,1957,63,S,F,2,0,2,5,3,0,1
9695.73,1,13592,IN,1952,68,M,F,5,1,2,3,2,0,1
3063.0025,1,13779,IN,1966,54,S,M,4,1,1,3,0,0,0
1609.4075,1,19172,IN,1974,46,M,M,1,1,0,4,1,4,1
2858.4925,1,24778,IN,1971,49,M,M,1,1,0,1,2,3,1
2181.5625,1,24976,IN,1949,71,M,F,2,1,2,1,2,2,3
2181.5625,1,25046,IN,1973,47,M,M,0,1,2,1,2,2,1
3046.84,1,25048,IN,1973,47,S,F,0,0,2,1,2,2,3
6786.1182,1,11604,IN,1977,43,S,M,0,1,1,4,1,2,2
6797.1282,1,12354,IN,1973,47,M,M,0,0,3,0,4,2,4
4763.34,1,12918,IN,1970,50,M,F,2,1,0,5,3,3,3
3001.0425,1,13667,IN,1973,47,S,M,0,0,2,3,0,0,0
3963.14,1,16046,IN,1958,62,S,F,1,1,0,4,0,3,2
2760.4075,1,17095,IN,1972,48,S,M,0,0,2,3,0,0,0
2735.5325,1,20999,IN,1978,42,M,F,0,1,0,0,0,4,2
2992.33,1,21002,IN,1977,43,S,F,0,0,0,0,0,2,0
4169.33,1,21191,IN,1962,58,M,M,1,1,1,0,2,4,3
1957.47,1,26019,IN,1969,51,M,M,4,1,1,0,3,3,4
2443.35,1,28663,IN,1969,51,S,M,1,0,0,1,2,3,3
6840.6182,1,12341,IN,1976,44,M,F,0,1,2,0,3,4,3
6864.4596,1,12346,IN,1975,45,S,M,0,0,2,0,3,4,3
2653.0682,1,12576,IN,1979,41,S,M,0,0,1,0,0,2,0
2808.0025,1,13060,IN,1975,45,M,M,0,1,2,5,1,1,1
4564.4925,1,13226,IN,1947,73,M,F,5,1,3,5,2,4,4
1802.2075,1,13992,IN,1978,42,S,M,0,0,2,5,2,2,1
6952.5825,1,15100,IN,1946,74,M,F,3,0,4,2,4,4,4
6943.5525,1,15101,IN,1946,74,S,M,4,1,1,2,4,4,4
2181.5625,1,24781,IN,1972,48,M,F,1,1,0,1,1,3,1
4552.5225,1,12980,IN,1959,61,M,M,2,1,0,5,3,3,3
6969.5725,1,15699,IN,1953,67,M,M,0,1,3,4,4,4,4
3204.5782,1,20206,IN,1958,62,M,F,1,1,1,1,2,4,3
4657.5125,1,21183,IN,1968,52,M,M,5,1,4,0,2,4,3
4144.34,1,21199,IN,1961,59,S,F,1,1,1,0,2,2,1
2443.35,1,28766,IN,1975,45,S,M,3,1,2,1,1,2,2
6791.7496,1,12350,IN,1973,47,M,M,0,1,3,0,3,4,3
3291.82,1,13056,IN,1975,45,S,F,0,1,2,5,1,1,1
3341.81,1,13057,IN,1975,45,S,F,0,1,2,5,1,1,1
2049.0982,1,26127,IN,1949,71,M,M,4,1,2,5,1,1,3
3300.2182,1,26252,IN,1954,66,M,F,1,1,1,5,1,2,2
4551.5325,1,12934,IN,1969,51,S,M,3,1,0,5,3,3,3
1804.9175,1,13993,IN,1978,42,M,M,0,1,2,5,2,2,1
3759.3625,1,16054,IN,1956,64,S,M,1,1,0,4,0,4,2
3125.91,1,19931,IN,1953,67,M,M,2,0,2,2,4,4,4
4624.9125,1,21215,IN,1964,56,S,F,0,1,1,0,2,4,3
1903.48,1,25958,IN,1956,64,S,M,2,1,2,0,3,1,1
1917.46,1,26023,IN,1968,52,M,F,2,0,1,0,2,4,3
2668.0782,1,12573,IN,1980,40,S,M,0,0,1,0,0,2,0
4773.33,1,13063,IN,1974,46,S,F,0,1,2,5,1,1,1
4558.5225,1,13202,IN,1944,76,S,F,4,0,2,5,2,4,4
1893.9075,1,13986,IN,1979,41,M,F,0,1,2,5,2,2,1
1552.48,1,15191,IN,1974,46,S,M,0,0,2,5,2,1,3
3743.3925,1,16033,IN,1971,49,M,F,0,1,0,4,0,3,0
5743.9675,1,18130,IN,1957,63,S,F,3,0,2,2,4,2,3
3171.95,1,19924,IN,1954,66,M,M,2,1,2,2,4,0,3
4935.67,1,21216,IN,1964,56,S,M,4,0,1,0,3,4,3
1932.46,1,26020,IN,1969,51,M,M,1,1,0,0,3,3,4
2071.4196,1,26174,IN,1980,40,S,M,0,0,2,5,1,1,1
3298.9382,1,26238,IN,1974,46,S,F,3,1,1,5,1,2,2
6810.1282,1,12356,IN,1971,49,S,F,0,0,3,0,3,4,3
2815.5225,1,13068,IN,1974,46,S,F,0,0,2,5,1,1,1
4523.5325,1,13161,IN,1976,44,M,M,0,1,2,5,1,1,1
4598.0125,1,13173,IN,1968,52,M,M,0,0,1,5,3,4,4
4503.8425,1,13225,IN,1947,73,M,M,5,0,3,5,2,4,4
7232.37,1,15357,IN,1955,65,M,M,2,1,4,2,4,0,3
6917.5425,1,15702,IN,1952,68,M,F,4,1,3,4,4,1,3
2071.4196,1,26249,IN,1954,66,M,M,1,1,1,5,1,1,2
6789.4596,1,11568,IN,1966,54,S,F,2,1,0,4,0,1,0
6786.4396,1,11610,IN,1975,45,S,M,0,0,1,4,1,2,2
6838.1182,1,12342,IN,1975,45,M,F,0,1,3,0,2,4,3
4501.5525,1,12942,IN,1965,55,S,F,3,1,2,5,3,4,1
4558.5225,1,12949,IN,1964,56,S,F,5,1,3,5,1,4,1
4618.5325,1,12975,IN,1967,53,S,M,0,0,1,5,2,3,3
4498.5325,1,13178,IN,1963,57,S,F,4,1,0,5,3,4,4
4501.5525,1,13190,IN,1942,78,S,M,2,1,3,5,4,3,4
3154.95,1,15195,IN,1966,54,S,M,2,1,3,5,4,4,4
6944.5825,1,15929,IN,1956,64,M,F,3,1,3,4,4,1,3
3112.97,1,19069,IN,1950,70,M,M,4,1,3,3,3,1,4
4498.4596,1,26201,IN,1968,52,S,M,0,1,1,5,3,4,4
4513.8425,1,12930,IN,1969,51,M,F,5,1,0,5,2,3,3
4813.32,1,13016,IN,1968,52,M,M,1,1,2,5,4,3,4
4532.5225,1,13083,IN,1973,47,S,F,0,1,2,5,2,2,3
4501.5525,1,13214,IN,1946,74,M,M,4,1,3,5,2,4,4
3917.5425,1,21197,IN,1961,59,S,F,1,1,1,0,2,4,3
4921.69,1,21201,IN,1929,91,S,F,3,1,1,0,3,3,4
2181.5625,1,24977,IN,1949,71,M,F,2,1,2,1,2,2,3
3292.9382,1,26234,IN,1975,45,S,M,3,1,0,5,1,2,2
4468.1582,1,26247,IN,1966,54,M,F,0,1,0,5,3,3,1
3213.5682,1,28506,IN,1960,60,S,F,3,1,0,3,1,3,2
4835.29,1,13019,IN,1979,41,S,F,0,1,1,5,2,2,1
3021.0425,1,13662,IN,1974,46,S,M,0,1,2,3,0,0,0
1631.46,1,15188,IN,1974,46,S,M,0,1,2,5,2,2,3
2443.35,1,25094,IN,1967,53,S,M,0,0,1,1,1,2,1
6865.4596,1,12339,IN,1976,44,S,M,0,0,3,0,2,4,3
6839.1182,1,12347,IN,1975,45,M,F,0,0,2,0,3,4,3
3084.0225,1,13055,IN,1975,45,S,M,0,1,2,5,1,1,1
9390.5325,1,13595,IN,1951,69,S,M,5,1,2,3,2,0,1
3140.27,1,19052,IN,1954,66,M,F,4,1,2,3,3,1,3
4144.34,1,21195,IN,1962,58,M,M,1,1,1,0,2,4,3
4818.33,1,12941,IN,1965,55,S,F,3,1,2,5,3,4,1
2731.5425,1,13069,IN,1974,46,M,M,0,1,2,5,1,1,1
4582.5125,1,13152,IN,1978,42,M,F,0,1,2,5,1,1,1
4501.5525,1,13165,IN,1976,44,S,M,0,0,1,5,1,2,1
4905.32,1,13230,IN,1947,73,M,F,4,1,1,5,2,4,4
3001.0425,1,13766,IN,1968,52,M,M,1,1,0,3,1,4,2
3027.32,1,15622,IN,1972,48,S,M,0,0,1,2,1,1,0
3018.33,1,21001,IN,1978,42,S,M,0,0,0,0,0,4,2
4900.68,1,21211,IN,1964,56,S,M,0,1,1,0,2,4,3
2181.5625,1,25093,IN,1967,53,S,F,0,0,1,1,1,2,1
3300.2496,1,26121,IN,1951,69,M,F,3,0,2,5,1,2,3
2626.3896,1,12574,IN,1980,40,S,M,0,0,1,0,0,2,0
2668.0782,1,12575,IN,1979,41,S,F,0,0,1,0,0,2,0
3148.94,1,15155,IN,1941,79,M,F,5,1,2,5,2,3,4
3209.93,1,15193,IN,1966,54,S,M,2,1,3,5,4,4,4
2120.9275,1,24608,IN,1972,48,M,F,0,1,3,0,4,1,4
2181.5625,1,24824,IN,1965,55,S,F,0,1,1,1,1,4,3
2071.4196,1,28510,IN,1959,61,S,M,0,1,0,3,1,4,2
6750.4796,1,12360,IN,1971,49,S,M,0,1,4,0,4,2,4
4486.5425,1,12923,IN,1966,54,S,M,3,1,0,5,2,4,1
3033.31,1,13066,IN,1974,46,S,M,0,0,2,5,1,1,1
3010.0325,1,13799,IN,1966,54,S,M,2,1,0,3,1,2,0
1893.9075,1,13990,IN,1978,42,S,F,0,0,1,5,1,2,1
3188.46,1,19910,IN,1955,65,M,M,3,1,3,2,4,2,3
3226.8996,1,20188,IN,1961,59,M,F,1,1,1,1,2,2,1
2443.35,1,24786,IN,1970,50,M,F,1,1,0,1,1,4,1
5567.9282,1,12343,IN,1974,46,M,F,0,1,4,0,2,4,3
4513.5125,1,12922,IN,1966,54,S,F,3,1,0,5,2,4,1
3032.31,1,13058,IN,1975,45,M,M,0,1,2,5,1,1,1
4558.5225,1,13174,IN,1968,52,S,F,0,0,1,5,3,4,4
5063.5225,1,13768,IN,1968,52,M,M,0,1,0,3,1,3,2
5085.5325,1,13769,IN,1968,52,M,M,0,1,0,3,1,3,2
1579.3975,1,14003,IN,1977,43,S,M,0,0,1,5,1,2,1
3124.96,1,15166,IN,1943,77,M,F,2,1,4,5,4,4,4
4624.9125,1,21168,IN,1970,50,M,M,4,1,1,0,3,3,4
2181.5625,1,24817,IN,1969,51,M,F,2,1,0,1,2,3,3
6767.1382,1,11603,IN,1977,43,S,M,0,0,1,4,1,2,2
4795.31,1,13221,IN,1946,74,M,F,3,1,1,5,2,4,4
9458.1825,1,13575,IN,1944,76,M,F,5,1,2,3,2,1,3
3021.0425,1,13793,IN,1965,55,M,M,1,1,2,3,1,4,1
3173.94,1,15194,IN,1966,54,S,M,2,0,3,5,4,4,4
3058.0125,1,16201,IN,1971,49,S,M,0,1,2,4,0,0,0
3268.5482,1,20209,IN,1958,62,M,F,1,1,1,1,2,4,3
2744.5225,1,20997,IN,1979,41,M,F,0,1,0,0,0,4,2
4229.32,1,21192,IN,1962,58,M,F,1,1,1,0,2,4,3
3008.82,1,24960,IN,1946,74,S,F,5,0,3,1,2,4,4
4794.31,1,12935,IN,1969,51,M,M,3,1,0,5,3,3,3
4579.4725,1,13064,IN,1974,46,S,M,0,0,2,5,1,1,1
3059.31,1,13067,IN,1974,46,S,F,0,1,2,5,1,1,1
4803.32,1,13205,IN,1944,76,M,M,5,1,2,5,2,4,4
6974.5625,1,15117,IN,1949,71,M,F,3,1,4,2,3,2,4
3882.5525,1,21180,IN,1965,55,S,F,2,0,1,0,2,4,3
4659.9025,1,21214,IN,1964,56,S,M,0,1,1,0,2,4,3
5241.4282,1,11550,IN,1968,52,S,F,0,1,0,4,1,4,2
6806.1182,1,11575,IN,1965,55,S,M,2,1,2,4,0,1,0
4809.81,1,12981,IN,1959,61,S,M,3,1,0,5,3,3,3
2961.0425,1,13029,IN,1977,43,S,F,0,0,1,5,1,2,1
4765.63,1,13189,IN,1942,78,S,F,2,1,3,5,4,3,4
2815.5225,1,15456,IN,1940,80,S,M,1,1,0,2,0,4,2
3802.3725,1,16045,IN,1958,62,M,F,1,1,0,4,0,3,2
9450.3225,1,13577,IN,1945,75,M,M,5,1,2,3,2,1,3
9614.73,1,13605,IN,1949,71,M,M,5,0,3,3,3,1,4
3262.83,1,13800,IN,1963,57,M,M,2,0,0,3,1,2,0
1562.4075,1,19186,IN,1971,49,M,M,0,0,2,4,0,0,0
4657.5125,1,21167,IN,1969,51,S,F,2,0,0,0,3,3,4
2155.9175,1,24606,IN,1972,48,M,F,0,1,3,0,3,1,4
4344.0882,1,11470,IN,1973,47,S,M,0,0,2,2,0,0,0
2611.4096,1,12572,IN,1980,40,S,F,0,0,1,0,0,2,0
4795.31,1,12926,IN,1966,54,M,F,4,1,0,5,2,3,3
4536.0325,1,13224,IN,1946,74,M,F,4,1,1,5,2,4,4
6999.0925,1,15084,IN,1969,51,S,F,0,1,0,2,1,3,2
3180.94,1,15167,IN,1943,77,M,F,2,1,4,5,4,4,4
2443.35,1,25061,IN,1974,46,S,F,0,0,2,1,1,1,3
1957.47,1,25960,IN,1957,63,M,M,2,1,2,0,2,1,1
3320.2496,1,26241,IN,1974,46,M,M,0,1,0,5,1,3,1
6752.1282,1,12340,IN,1976,44,S,F,0,1,3,0,2,4,3
4775.63,1,13565,IN,1951,69,M,F,3,0,2,3,0,2,0
6931.8825,1,15933,IN,1955,65,S,M,2,0,3,4,4,1,3
1917.46,1,26021,IN,1969,51,S,F,1,1,0,0,3,3,4
2181.5625,1,28669,IN,1970,50,S,M,1,0,0,1,2,3,3
4803.33,1,12921,IN,1966,54,S,M,3,0,0,5,2,4,1
4805.62,1,13086,IN,1974,46,S,M,0,1,2,5,2,2,3
1552.48,1,15189,IN,1974,46,M,F,0,1,2,5,2,2,3
1594.4175,1,19173,IN,1974,46,M,F,1,1,0,4,1,4,1
3113.22,1,20592,IN,1949,71,M,M,4,1,4,4,4,1,4
4935.67,1,21179,IN,1966,54,M,F,5,1,3,0,3,4,3
4886.7,1,21205,IN,1966,54,S,F,0,0,2,0,4,3,4
3335.2396,1,26120,IN,1951,69,S,M,3,0,2,5,1,2,3
2071.4196,1,26183,IN,1977,43,S,M,0,0,2,5,1,0,2
2443.35,1,28659,IN,1969,51,S,F,1,1,0,1,2,3,3
6765.4596,1,12353,IN,1973,47,M,M,0,0,3,0,4,2,4
3295.4275,1,13999,IN,1978,42,M,M,0,1,2,5,2,2,1
2721.5525,1,21000,IN,1978,42,M,M,0,1,0,0,0,4,2
3911.5325,1,21194,IN,1962,58,M,F,1,1,1,0,2,4,3
4633.9025,1,21203,IN,1966,54,M,F,0,0,1,0,3,3,4
4760.32,1,12950,IN,1964,56,S,F,5,1,3,5,1,4,1
4803.33,1,13087,IN,1974,46,S,M,0,1,2,5,2,2,3
3752.3825,1,16053,IN,1956,64,M,M,1,1,0,4,0,4,2
2732.6975,1,17080,IN,1973,47,S,F,0,1,1,3,1,2,2
2806.5125,1,20998,IN,1978,42,M,M,0,0,0,0,0,4,2
4208.31,1,21189,IN,1963,57,M,F,3,1,2,0,2,4,3
4978.0482,1,11481,IN,1973,47,M,F,1,1,0,2,1,4,1
4498.5325,1,13177,IN,1963,57,S,F,0,0,2,5,2,2,1
4564.4925,1,13212,IN,1945,75,M,M,4,1,2,5,2,4,4
3159.44,1,15196,IN,1966,54,S,M,2,1,4,5,4,4,4
3240.32,1,20710,IN,1974,46,M,M,1,1,0,4,1,4,1
4632.8625,1,21202,IN,1966,54,S,F,0,0,1,0,3,3,4
2181.5625,1,24832,IN,1965,55,M,F,0,0,1,1,2,3,3
1938.47,1,26022,IN,1969,51,M,F,1,1,0,0,3,3,4
4490.4796,1,26245,IN,1966,54,M,M,0,1,0,5,3,3,1
3361.9182,1,26276,IN,1958,62,M,F,1,1,1,5,1,2,2
6872.1082,1,11609,IN,1976,44,S,M,0,0,1,4,1,2,2
6906.0882,1,12348,IN,1974,46,M,M,0,1,2,0,3,4,3
6787.7596,1,12358,IN,1970,50,M,F,0,1,4,0,3,0,3
4760.32,1,13088,IN,1974,46,S,F,0,0,2,5,2,2,3
4753.32,1,13176,IN,1967,53,S,M,0,0,2,5,4,3,4
4491.5325,1,13203,IN,1944,76,S,F,4,1,2,5,2,4,4
2746.5525,1,15454,IN,1955,65,M,M,1,1,0,2,0,4,2
4673.8825,1,21165,IN,1969,51,S,F,4,1,0,0,3,3,4
4647.8825,1,21169,IN,1970,50,M,F,2,1,0,0,3,4,3
2639.0782,1,12588,IN,1977,43,S,F,1,0,0,0,0,1,0
6904.1082,1,12685,IN,1972,48,M,F,0,1,3,0,3,4,3
4813.31,1,13246,IN,1952,68,M,F,3,1,2,5,2,1,3
1848.9075,1,14017,IN,1980,40,S,F,0,0,2,5,2,2,1
1586.3775,1,14025,IN,1974,46,M,M,0,1,2,5,1,1,1
3125.32,1,15667,IN,1970,50,M,M,0,1,0,2,1,4,2
1997.45,1,20062,IN,1971,49,S,M,0,0,1,2,1,1,0
2983.34,1,25287,IN,1972,48,S,F,0,0,1,1,3,4,4
4455.0982,1,26293,IN,1971,49,M,M,1,1,0,5,2,3,1
4491.5325,1,13248,IN,1952,68,M,F,3,1,2,5,2,1,3
4637.8425,1,13359,IN,1945,75,M,M,4,1,2,5,2,4,4
3211.45,1,15203,IN,1957,63,M,M,2,1,1,5,3,2,3
1624.45,1,15254,IN,1980,40,M,F,0,0,2,5,1,1,1
1574.46,1,15288,IN,1973,47,M,M,1,1,0,5,1,3,1
3272.09,1,16329,IN,1973,47,S,F,0,0,2,4,0,0,0
4947.78,1,21561,IN,1972,48,S,M,0,0,3,0,3,4,3
3357.4082,1,26302,IN,1970,50,M,M,1,1,1,5,1,4,1
4837.81,1,13274,IN,1965,55,S,M,4,1,3,5,3,2,3
4522.5025,1,13378,IN,1948,72,M,F,4,1,2,5,2,2,3
4511.5425,1,13383,IN,1950,70,S,F,2,1,2,5,2,2,3
1683.93,1,15284,IN,1972,48,S,M,0,0,0,5,1,3,1
2988.3225,1,16311,IN,1962,58,M,M,1,1,1,4,1,4,1
4657.5125,1,21394,IN,1954,66,S,F,2,1,2,0,2,2,1
6813.1182,1,12667,IN,1976,44,M,F,0,1,2,0,2,4,3
4820.31,1,13380,IN,1949,71,M,F,2,0,0,5,2,4,4
2770.5225,1,15664,IN,1959,61,S,F,0,1,0,2,1,4,2
4144.34,1,21257,IN,1941,79,M,F,2,1,2,0,1,4,4
2443.35,1,25095,IN,1967,53,S,M,0,0,1,1,1,2,1
1926.45,1,26134,IN,1967,53,M,F,3,1,0,0,3,4,3
3371.2496,1,26283,IN,1972,48,S,M,0,1,0,5,1,3,1
2071.4196,1,28532,IN,1968,52,M,M,1,1,0,3,1,4,2
2443.35,1,28802,IN,1972,48,M,F,0,1,0,1,2,3,1
6795.1182,1,11612,IN,1974,46,S,M,0,0,2,4,0,0,0
4533.5225,1,13279,IN,1965,55,M,F,1,1,4,5,4,3,4
4647.5125,1,13319,IN,1954,66,S,M,3,1,1,5,2,1,3
4778.33,1,13369,IN,1947,73,M,F,5,1,2,5,3,4,4
4807.31,1,13424,IN,1964,56,M,F,5,1,3,5,3,2,3
3001.0225,1,16260,IN,1966,54,S,F,1,0,1,4,0,1,0
2443.35,1,25361,IN,1958,62,S,F,2,0,2,1,1,1,1
5253.6496,1,11616,IN,1975,45,M,F,1,1,0,4,1,4,1
2636.4096,1,12586,IN,1979,41,S,F,1,0,0,0,0,1,0
3242.83,1,13839,IN,1974,46,S,M,0,0,2,3,0,0,0
1587.47,1,15255,IN,1978,42,M,M,0,1,2,5,1,1,1
3241.8996,1,20318,IN,1971,49,M,F,1,1,0,1,2,3,1
2745.3325,1,21387,IN,1951,69,S,M,3,1,2,0,1,1,1
4925.17,1,21393,IN,1954,66,S,F,2,0,2,0,2,2,1
2219.4175,1,24611,IN,1971,49,S,M,0,0,4,0,3,4,3
2443.35,1,25100,IN,1959,61,M,F,1,1,1,1,2,2,1
2049.0982,1,28541,IN,1974,46,S,F,0,0,1,3,1,2,2
2181.5625,1,28819,IN,1972,48,M,F,1,1,0,1,2,3,1
2443.35,1,28850,IN,1970,50,S,M,1,0,0,1,2,3,3
6785.4696,1,12677,IN,1974,46,M,M,0,1,2,0,3,1,4
4558.5225,1,13325,IN,1938,82,M,M,5,0,2,5,3,4,4
4511.5525,1,13326,IN,1938,82,M,M,2,0,4,5,4,4,4
4476.5525,1,13362,IN,1946,74,S,F,5,1,3,5,2,4,4
4573.5225,1,13384,IN,1950,70,S,M,2,1,2,5,2,2,3
3295.4275,1,14006,IN,1977,43,M,F,0,1,2,5,2,2,1
3282.83,1,16275,IN,1964,56,M,F,2,0,2,4,0,1,0
3936.5425,1,21258,IN,1943,77,S,M,2,1,2,0,1,4,4
4930.68,1,21556,IN,1974,46,S,F,0,0,3,0,3,4,3
2735.5325,1,25408,IN,1968,52,M,F,2,1,1,1,2,4,1
2181.5625,1,28832,IN,1970,50,M,M,1,1,0,1,1,4,1
4511.5425,1,13243,IN,1951,69,S,F,2,1,2,5,2,1,3
4498.5325,1,13283,IN,1956,64,M,M,3,0,2,5,3,2,3
4615.0325,1,13348,IN,1943,77,M,M,2,1,4,5,4,4,4
